Entity,Code,Year,Fossil fuels per capita (kWh)
Latvia,LVA,1986,34548.576
Latvia,LVA,1987,30142.716
Latvia,LVA,1988,28748.539
Latvia,LVA,1989,27917.927
Latvia,LVA,1990,27466.853
Latvia,LVA,1991,26423.353
Latvia,LVA,1992,18923.722
Latvia,LVA,1993,15738.013
Latvia,LVA,1994,14878.242
Latvia,LVA,1995,14307.641
Latvia,LVA,1996,14506.77
Latvia,LVA,1997,13466.945
Latvia,LVA,1998,13448.688
Latvia,LVA,1999,12639.522
Latvia,LVA,2000,12333.753
Latvia,LVA,2001,13704.48
Latvia,LVA,2002,14476.408
Latvia,LVA,2003,14630.546
Latvia,LVA,2004,15946.265
Latvia,LVA,2005,16493.999
Latvia,LVA,2006,16436.248
Latvia,LVA,2007,17243.304
Latvia,LVA,2008,17126.332
Latvia,LVA,2009,15777.985
Latvia,LVA,2010,18521.009
Latvia,LVA,2011,16957.721
Latvia,LVA,2012,16584.753
Latvia,LVA,2013,16698.18
Latvia,LVA,2014,16157.044
Latvia,LVA,2015,16798.05
Latvia,LVA,2016,17523.234
Latvia,LVA,2017,17322.357
Latvia,LVA,2018,17685.728
Latvia,LVA,2019,18708.699
Lithuania,LTU,1985,42849.987
Lithuania,LTU,1986,38272.815
Lithuania,LTU,1987,40677.756
Lithuania,LTU,1988,39865.777
Lithuania,LTU,1989,40777.778
Lithuania,LTU,1990,41215.405
Lithuania,LTU,1991,44412.14
Lithuania,LTU,1992,23936.505
Lithuania,LTU,1993,18056.597
Lithuania,LTU,1994,17823.968
Lithuania,LTU,1995,17630.267
Lithuania,LTU,1996,18524.625
Lithuania,LTU,1997,17864.177
Lithuania,LTU,1998,18696.151
Lithuania,LTU,1999,16737.889
Lithuania,LTU,2000,15174.778
Lithuania,LTU,2001,16767.612
Lithuania,LTU,2002,16465.932
Lithuania,LTU,2003,17005.217
Lithuania,LTU,2004,17737.976
Lithuania,LTU,2005,19055.109
Lithuania,LTU,2006,19506.033
Lithuania,LTU,2007,21171.726
Lithuania,LTU,2008,21161.909
Lithuania,LTU,2009,18195.474
Lithuania,LTU,2010,20042.322
Lithuania,LTU,2011,20949.93
Lithuania,LTU,2012,21178.377
Lithuania,LTU,2013,19389.944
Lithuania,LTU,2014,18883.582
Lithuania,LTU,2015,19899.227
Lithuania,LTU,2016,20264.535
Lithuania,LTU,2017,21438.418
Lithuania,LTU,2018,22579.247
Lithuania,LTU,2019,22567.531
Luxembourg,LUX,1965,125904.757
Luxembourg,LUX,1966,119961.797
Luxembourg,LUX,1967,117341.24
Luxembourg,LUX,1968,126201.849
Luxembourg,LUX,1969,135175.522
Luxembourg,LUX,1970,139489.224
Luxembourg,LUX,1971,133627.129
Luxembourg,LUX,1972,136535.744
Luxembourg,LUX,1973,143579.952
Luxembourg,LUX,1974,144365.739
Luxembourg,LUX,1975,118883.352
Luxembourg,LUX,1976,118269.672
Luxembourg,LUX,1977,109326.079
Luxembourg,LUX,1978,113153.803
Luxembourg,LUX,1979,115624.988
Luxembourg,LUX,1980,106204.228
Luxembourg,LUX,1981,90390.606
Luxembourg,LUX,1982,84714.606
Luxembourg,LUX,1983,79155.91
Luxembourg,LUX,1984,85052.93
Luxembourg,LUX,1985,87261.141
Luxembourg,LUX,1986,84702.726
Luxembourg,LUX,1987,79421.22
Luxembourg,LUX,1988,80819.64
Luxembourg,LUX,1989,92193.606
Luxembourg,LUX,1990,96608.315
Luxembourg,LUX,1991,102683.336
Luxembourg,LUX,1992,101785.93
Luxembourg,LUX,1993,101571.293
Luxembourg,LUX,1994,96288.258
Luxembourg,LUX,1995,82382.817
Luxembourg,LUX,1996,83750.185
Luxembourg,LUX,1997,80595.951
Luxembourg,LUX,1998,76433.575
Luxembourg,LUX,1999,80034.657
Luxembourg,LUX,2000,84161.455
Luxembourg,LUX,2001,89471.592
Luxembourg,LUX,2002,97146.907
Luxembourg,LUX,2003,101307.93
Luxembourg,LUX,2004,113283.21
Luxembourg,LUX,2005,113404.441
Luxembourg,LUX,2006,109245.964
Luxembourg,LUX,2007,102828.203
Luxembourg,LUX,2008,99865.178
Luxembourg,LUX,2009,93241.587
Luxembourg,LUX,2010,96186.544
Luxembourg,LUX,2011,91664.845
Luxembourg,LUX,2012,87598.877
Luxembourg,LUX,2013,81057.731
Luxembourg,LUX,2014,76288.761
Luxembourg,LUX,2015,72087.008
Luxembourg,LUX,2016,69388.837
Luxembourg,LUX,2017,69860.468
Luxembourg,LUX,2018,71373.485
Luxembourg,LUX,2019,71243.909
Malaysia,MYS,1965,2864.781
Malaysia,MYS,1966,3251.057
Malaysia,MYS,1967,3195.707
Malaysia,MYS,1968,3160.205
Malaysia,MYS,1969,3186.113
Malaysia,MYS,1970,3439.408
Malaysia,MYS,1971,3770.47
Malaysia,MYS,1972,4173.533
Malaysia,MYS,1973,4414.742
Malaysia,MYS,1974,4402.911
Malaysia,MYS,1975,4472.238
Malaysia,MYS,1976,4883.614
Malaysia,MYS,1977,5351.967
Malaysia,MYS,1978,7188.599
Malaysia,MYS,1979,8569.158
Malaysia,MYS,1980,8950.074
Malaysia,MYS,1981,8938.337
Malaysia,MYS,1982,9445.224
Malaysia,MYS,1983,10592.928
Malaysia,MYS,1984,10821.991
Malaysia,MYS,1985,10481.488
Malaysia,MYS,1986,11443.339
Malaysia,MYS,1987,11340.101
Malaysia,MYS,1988,11608.284
Malaysia,MYS,1989,12762.588
Malaysia,MYS,1990,13654.201
Malaysia,MYS,1991,16160.582
Malaysia,MYS,1992,17102.504
Malaysia,MYS,1993,17340.52
Malaysia,MYS,1994,18296.916
Malaysia,MYS,1995,18670.104
Malaysia,MYS,1996,20549.353
Malaysia,MYS,1997,23545.209
Malaysia,MYS,1998,21271.136
Malaysia,MYS,1999,23195.041
Malaysia,MYS,2000,25384.513
Malaysia,MYS,2001,25125.416
Malaysia,MYS,2002,26467.658
Malaysia,MYS,2003,28307.853
Malaysia,MYS,2004,29560.849
Malaysia,MYS,2005,30923.663
Malaysia,MYS,2006,31498.423
Malaysia,MYS,2007,33010.365
Malaysia,MYS,2008,33376.967
Malaysia,MYS,2009,31779.901
Malaysia,MYS,2010,32290.167
Malaysia,MYS,2011,32757.198
Malaysia,MYS,2012,34625.834
Malaysia,MYS,2013,35562.934
Malaysia,MYS,2014,35307.154
Malaysia,MYS,2015,35271.133
Malaysia,MYS,2016,36219.409
Malaysia,MYS,2017,35769.575
Malaysia,MYS,2018,34740.698
Malaysia,MYS,2019,34687.091
Mexico,MEX,1965,6053.795
Mexico,MEX,1966,6165.742
Mexico,MEX,1967,6047.63
Mexico,MEX,1968,6346.684
Mexico,MEX,1969,6783.185
Mexico,MEX,1970,6984.552
Mexico,MEX,1971,7192.332
Mexico,MEX,1972,7746.476
Mexico,MEX,1973,8124.501
Mexico,MEX,1974,8745.702
Mexico,MEX,1975,9213.867
Mexico,MEX,1976,9490.492
Mexico,MEX,1977,9706.891
Mexico,MEX,1978,10897.9
Mexico,MEX,1979,11734.025
Mexico,MEX,1980,12599.065
Mexico,MEX,1981,13349.351
Mexico,MEX,1982,13690.759
Mexico,MEX,1983,13306.478
Mexico,MEX,1984,13543.402
Mexico,MEX,1985,13762.044
Mexico,MEX,1986,13248.472
Mexico,MEX,1987,13476.489
Mexico,MEX,1988,13216.531
Mexico,MEX,1989,13603.872
Mexico,MEX,1990,14026.401
Mexico,MEX,1991,14339.584
Mexico,MEX,1992,14203.842
Mexico,MEX,1993,14001.414
Mexico,MEX,1994,14850.146
Mexico,MEX,1995,14005.138
Mexico,MEX,1996,14168.251
Mexico,MEX,1997,14290.46
Mexico,MEX,1998,14835.58
Mexico,MEX,1999,14566.347
Mexico,MEX,2000,15123.696
Mexico,MEX,2001,14839.673
Mexico,MEX,2002,15223.695
Mexico,MEX,2003,15248.361
Mexico,MEX,2004,15796.091
Mexico,MEX,2005,16521.288
Mexico,MEX,2006,16788.075
Mexico,MEX,2007,16703.481
Mexico,MEX,2008,16570.913
Mexico,MEX,2009,16470.432
Mexico,MEX,2010,16601.827
Mexico,MEX,2011,17140.726
Mexico,MEX,2012,17116.365
Mexico,MEX,2013,16970.836
Mexico,MEX,2014,16430.404
Mexico,MEX,2015,16285.966
Mexico,MEX,2016,16309.492
Mexico,MEX,2017,16310.487
Mexico,MEX,2018,15857.96
Mexico,MEX,2019,15378.81
Morocco,MAR,1965,994.095
Morocco,MAR,1966,1386.799
Morocco,MAR,1967,1461.527
Morocco,MAR,1968,1521.896
Morocco,MAR,1969,1592.623
Morocco,MAR,1970,1647.412
Morocco,MAR,1971,1699.307
Morocco,MAR,1972,1806.952
Morocco,MAR,1973,2066.485
Morocco,MAR,1974,2152.253
Morocco,MAR,1975,2197.452
Morocco,MAR,1976,2345.636
Morocco,MAR,1977,2532.453
Morocco,MAR,1978,2631.175
Morocco,MAR,1979,2865.446
Morocco,MAR,1980,2816.194
Morocco,MAR,1981,2730.583
Morocco,MAR,1982,2814.436
Morocco,MAR,1983,2835.491
Morocco,MAR,1984,2823.33
Morocco,MAR,1985,2838.603
Morocco,MAR,1986,2856.13
Morocco,MAR,1987,2862.865
Morocco,MAR,1988,2958.465
Morocco,MAR,1989,3178.925
Morocco,MAR,1990,3190.563
Morocco,MAR,1991,3174.133
Morocco,MAR,1992,3536.574
Morocco,MAR,1993,3573.161
Morocco,MAR,1994,3835.79
Morocco,MAR,1995,3728.428
Morocco,MAR,1996,3700.355
Morocco,MAR,1997,3790.109
Morocco,MAR,1998,3876.102
Morocco,MAR,1999,4078.317
Morocco,MAR,2000,3999.135
Morocco,MAR,2001,4249.389
Morocco,MAR,2002,4312.936
Morocco,MAR,2003,4218.894
Morocco,MAR,2004,4760.633
Morocco,MAR,2005,5179.089
Morocco,MAR,2006,5227.787
Morocco,MAR,2007,5116.995
Morocco,MAR,2008,5589.568
Morocco,MAR,2009,5231.926
Morocco,MAR,2010,5658.385
Morocco,MAR,2011,6000.049
Morocco,MAR,2012,6051.649
Morocco,MAR,2013,6000.53
Morocco,MAR,2014,6043.344
Morocco,MAR,2015,6006.808
Morocco,MAR,2016,5978.95
Morocco,MAR,2017,6200.953
Morocco,MAR,2018,6213.97
Morocco,MAR,2019,6715.788
Netherlands,NLD,1965,33798.206
Netherlands,NLD,1966,35744.743
Netherlands,NLD,1967,37333.79
Netherlands,NLD,1968,41261.832
Netherlands,NLD,1969,45421.502
Netherlands,NLD,1970,50665.596
Netherlands,NLD,1971,52831.086
Netherlands,NLD,1972,60729.295
Netherlands,NLD,1973,63773.245
Netherlands,NLD,1974,59479.386
Netherlands,NLD,1975,59257.449
Netherlands,NLD,1976,64065.365
Netherlands,NLD,1977,62478.955
Netherlands,NLD,1978,63200.462
Netherlands,NLD,1979,65068.061
Netherlands,NLD,1980,60574.603
Netherlands,NLD,1981,57175.02
Netherlands,NLD,1982,52641.676
Netherlands,NLD,1983,52707.707
Netherlands,NLD,1984,54494.063
Netherlands,NLD,1985,55833.591
Netherlands,NLD,1986,58228.338
Netherlands,NLD,1987,59190.559
Netherlands,NLD,1988,58970.113
Netherlands,NLD,1989,58780.293
Netherlands,NLD,1990,60022.903
Netherlands,NLD,1991,60780.355
Netherlands,NLD,1992,61001.094
Netherlands,NLD,1993,61057.114
Netherlands,NLD,1994,59962.012
Netherlands,NLD,1995,62006.366
Netherlands,NLD,1996,64227.448
Netherlands,NLD,1997,62961.729
Netherlands,NLD,1998,62734.863
Netherlands,NLD,1999,61569.623
Netherlands,NLD,2000,61935.056
Netherlands,NLD,2001,63929.641
Netherlands,NLD,2002,63481.724
Netherlands,NLD,2003,63554.259
Netherlands,NLD,2004,65193.786
Netherlands,NLD,2005,65873.159
Netherlands,NLD,2006,64165.388
Netherlands,NLD,2007,64781.87
Netherlands,NLD,2008,63451.607
Netherlands,NLD,2009,62004.343
Netherlands,NLD,2010,65653.147
Netherlands,NLD,2011,62272.607
Netherlands,NLD,2012,59959.781
Netherlands,NLD,2013,58140.664
Netherlands,NLD,2014,54485.323
Netherlands,NLD,2015,54793.107
Netherlands,NLD,2016,55596.553
Netherlands,NLD,2017,54282.964
Netherlands,NLD,2018,53723.588
Netherlands,NLD,2019,52749.549
New Zealand,NZL,1965,19705.965
New Zealand,NZL,1966,20525.506
New Zealand,NZL,1967,20326.779
New Zealand,NZL,1968,20090.342
New Zealand,NZL,1969,20513.141
New Zealand,NZL,1970,22970.279
New Zealand,NZL,1971,22526.852
New Zealand,NZL,1972,23731.941
New Zealand,NZL,1973,25027.945
New Zealand,NZL,1974,24340.676
New Zealand,NZL,1975,23218.701
New Zealand,NZL,1976,25446.877
New Zealand,NZL,1977,26924.275
New Zealand,NZL,1978,25485.634
New Zealand,NZL,1979,23529.905
New Zealand,NZL,1980,22653.68
New Zealand,NZL,1981,22305.227
New Zealand,NZL,1982,24728.728
New Zealand,NZL,1983,24897.95
New Zealand,NZL,1984,26389.809
New Zealand,NZL,1985,27409.158
New Zealand,NZL,1986,28929.417
New Zealand,NZL,1987,29852.991
New Zealand,NZL,1988,30762.582
New Zealand,NZL,1989,25363.646
New Zealand,NZL,1990,32518.811
New Zealand,NZL,1991,33266.883
New Zealand,NZL,1992,34266.526
New Zealand,NZL,1993,33321.072
New Zealand,NZL,1994,33913.637
New Zealand,NZL,1995,34313.221
New Zealand,NZL,1996,35834.83
New Zealand,NZL,1997,37676.581
New Zealand,NZL,1998,35607.259
New Zealand,NZL,1999,37412.185
New Zealand,NZL,2000,38158.874
New Zealand,NZL,2001,39435.208
New Zealand,NZL,2002,38809.36
New Zealand,NZL,2003,37577.53
New Zealand,NZL,2004,36303.504
New Zealand,NZL,2005,36262.382
New Zealand,NZL,2006,36064.734
New Zealand,NZL,2007,35315.839
New Zealand,NZL,2008,35512.202
New Zealand,NZL,2009,33298.669
New Zealand,NZL,2010,33202.998
New Zealand,NZL,2011,32571.538
New Zealand,NZL,2012,33789.303
New Zealand,NZL,2013,33511.453
New Zealand,NZL,2014,34387.212
New Zealand,NZL,2015,34136.596
New Zealand,NZL,2016,33493.775
New Zealand,NZL,2017,34500.644
New Zealand,NZL,2018,33302.81
New Zealand,NZL,2019,34376.311
North America,,1965,69586.924
North America,,1966,72737.313
North America,,1967,74271.588
North America,,1968,78217.938
North America,,1969,81437.236
North America,,1970,83716.686
North America,,1971,84378.263
North America,,1972,87900.731
North America,,1973,90601.023
North America,,1974,87180.854
North America,,1975,83784.812
North America,,1976,87782.113
North America,,1977,89636.874
North America,,1978,88467.532
North America,,1979,89313.546
North America,,1980,85889.706
North America,,1981,82602.372
North America,,1982,77898.914
North America,,1983,76152.022
North America,,1984,79492.356
North America,,1985,78544.098
North America,,1986,77561.448
North America,,1987,79644.068
North America,,1988,82330.235
North America,,1989,83320.216
North America,,1990,81873.621
North America,,1991,80559.447
North America,,1992,81443.249
North America,,1993,82116.805
North America,,1994,83166.139
North America,,1995,83260.009
North America,,1996,84962.693
North America,,1997,85235.861
North America,,1998,84944.751
North America,,1999,85086.456
North America,,2000,86613.894
North America,,2001,84125.056
North America,,2002,84359.276
North America,,2003,84185.597
North America,,2004,85102.069
North America,,2005,84603.466
North America,,2006,82860.331
North America,,2007,83595.483
North America,,2008,80360.404
North America,,2009,75056.227
North America,,2010,77108.885
North America,,2011,75739.607
North America,,2012,73467.152
North America,,2013,74627.174
North America,,2014,74722.591
North America,,2015,73377.223
North America,,2016,72188.376
North America,,2017,71590.404
North America,,2018,73665.534
North America,,2019,72180.245
North Macedonia,MKD,1990,14132.119
North Macedonia,MKD,1991,13517.27
North Macedonia,MKD,1992,13941.399
North Macedonia,MKD,1993,14483.844
North Macedonia,MKD,1994,13313.182
North Macedonia,MKD,1995,13253.963
North Macedonia,MKD,1996,15468.528
North Macedonia,MKD,1997,13676.176
North Macedonia,MKD,1998,15269.182
North Macedonia,MKD,1999,14030.004
North Macedonia,MKD,2000,13458.507
North Macedonia,MKD,2001,13306.673
North Macedonia,MKD,2002,12763.279
North Macedonia,MKD,2003,13634.124
North Macedonia,MKD,2004,13274.909
North Macedonia,MKD,2005,13725.559
North Macedonia,MKD,2006,13763.662
North Macedonia,MKD,2007,14520.46
North Macedonia,MKD,2008,14202.219
North Macedonia,MKD,2009,13383.977
North Macedonia,MKD,2010,13103.878
North Macedonia,MKD,2011,14405.345
North Macedonia,MKD,2012,13744.262
North Macedonia,MKD,2013,12413.786
North Macedonia,MKD,2014,11771.658
North Macedonia,MKD,2015,11546.871
North Macedonia,MKD,2016,12031.926
North Macedonia,MKD,2017,12465.775
North Macedonia,MKD,2018,11596.789
North Macedonia,MKD,2019,13321.522
Norway,NOR,1965,18580.558
Norway,NOR,1966,20313.866
Norway,NOR,1967,20890.79
Norway,NOR,1968,22835.721
Norway,NOR,1969,24940.496
Norway,NOR,1970,27596.521
Norway,NOR,1971,26977.956
Norway,NOR,1972,28139.838
Norway,NOR,1973,28547.864
Norway,NOR,1974,26356.024
Norway,NOR,1975,26879.979
Norway,NOR,1976,29187.7
Norway,NOR,1977,29278.941
Norway,NOR,1978,32816.754
Norway,NOR,1979,33373.482
Norway,NOR,1980,32222.008
Norway,NOR,1981,30656.856
Norway,NOR,1982,29659.278
Norway,NOR,1983,29635.354
Norway,NOR,1984,30706.334
Norway,NOR,1985,31948.896
Norway,NOR,1986,33651.878
Norway,NOR,1987,33653.342
Norway,NOR,1988,32839.265
Norway,NOR,1989,33125.363
Norway,NOR,1990,32138.78
Norway,NOR,1991,30559.757
Norway,NOR,1992,31526.874
Norway,NOR,1993,33144.448
Norway,NOR,1994,34197.712
Norway,NOR,1995,34006.254
Norway,NOR,1996,36108.49
Norway,NOR,1997,37393.371
Norway,NOR,1998,37614.471
Norway,NOR,1999,36600.865
Norway,NOR,2000,35615.239
Norway,NOR,2001,37628.269
Norway,NOR,2002,36871.44
Norway,NOR,2003,38165.981
Norway,NOR,2004,38184.031
Norway,NOR,2005,36639.345
Norway,NOR,2006,36496.975
Norway,NOR,2007,35864.035
Norway,NOR,2008,35420.039
Norway,NOR,2009,34504.301
Norway,NOR,2010,35536.164
Norway,NOR,2011,34459.101
Norway,NOR,2012,33669.127
Norway,NOR,2013,33520.363
Norway,NOR,2014,32464.844
Norway,NOR,2015,32710.201
Norway,NOR,2016,31166.724
Norway,NOR,2017,31181.136
Norway,NOR,2018,31589.415
Norway,NOR,2019,30045.173
Oman,OMN,1965,8467.109
Oman,OMN,1966,8598.571
Oman,OMN,1967,8726.949
Oman,OMN,1968,8857.187
Oman,OMN,1969,8949.983
Oman,OMN,1970,9062.873
Oman,OMN,1971,20656.229
Oman,OMN,1972,22779.937
Oman,OMN,1973,19053.192
Oman,OMN,1974,16778.972
Oman,OMN,1975,14631.188
Oman,OMN,1976,16026.331
Oman,OMN,1977,14634.131
Oman,OMN,1978,16110.735
Oman,OMN,1979,17557.914
Oman,OMN,1980,14781.968
Oman,OMN,1981,14764.957
Oman,OMN,1982,18513.154
Oman,OMN,1983,16421.825
Oman,OMN,1984,22706.933
Oman,OMN,1985,22410.579
Oman,OMN,1986,20153.487
Oman,OMN,1987,21873.619
Oman,OMN,1988,20494.103
Oman,OMN,1989,22412.346
Oman,OMN,1990,26966.904
Oman,OMN,1991,34249.366
Oman,OMN,1992,31513.338
Oman,OMN,1993,28879.371
Oman,OMN,1994,26462.103
Oman,OMN,1995,29900.048
Oman,OMN,1996,30301.113
Oman,OMN,1997,30983.421
Oman,OMN,1998,31814.914
Oman,OMN,1999,36577.215
Oman,OMN,2000,50496.891
Oman,OMN,2001,55113.658
Oman,OMN,2002,58949.086
Oman,OMN,2003,59756.953
Oman,OMN,2004,54146.679
Oman,OMN,2005,63451.439
Oman,OMN,2006,67441.436
Oman,OMN,2007,65316.124
Oman,OMN,2008,74075.833
Oman,OMN,2009,70987.832
Oman,OMN,2010,78880.424
Oman,OMN,2011,80606.8
Oman,OMN,2012,81442.269
Oman,OMN,2013,84551.291
Oman,OMN,2014,78698.575
Oman,OMN,2015,78462.706
Oman,OMN,2016,75029.683
Oman,OMN,2017,79941.997
Oman,OMN,2018,85501.58
Oman,OMN,2019,84530.613
Pakistan,PAK,1965,1487.287
Pakistan,PAK,1966,1460.886
Pakistan,PAK,1967,1565.948
Pakistan,PAK,1968,1721.846
Pakistan,PAK,1969,1676.207
Pakistan,PAK,1970,1622.125
Pakistan,PAK,1971,1485.73
Pakistan,PAK,1972,1237.998
Pakistan,PAK,1973,1279.563
Pakistan,PAK,1974,1337.01
Pakistan,PAK,1975,1385.419
Pakistan,PAK,1976,1355.11
Pakistan,PAK,1977,1408.565
Pakistan,PAK,1978,1425.594
Pakistan,PAK,1979,1513.071
Pakistan,PAK,1980,1643.004
Pakistan,PAK,1981,1716.159
Pakistan,PAK,1982,1822.253
Pakistan,PAK,1983,1849.754
Pakistan,PAK,1984,1900.771
Pakistan,PAK,1985,1936.704
Pakistan,PAK,1986,2026.169
Pakistan,PAK,1987,2137.68
Pakistan,PAK,1988,2211.784
Pakistan,PAK,1989,2299.49
Pakistan,PAK,1990,2357.55
Pakistan,PAK,1991,2423.264
Pakistan,PAK,1992,2453.537
Pakistan,PAK,1993,2650.192
Pakistan,PAK,1994,2692.352
Pakistan,PAK,1995,2762.536
Pakistan,PAK,1996,2851.798
Pakistan,PAK,1997,2800.762
Pakistan,PAK,1998,2828.819
Pakistan,PAK,1999,2956.95
Pakistan,PAK,2000,2994.107
Pakistan,PAK,2001,2964.477
Pakistan,PAK,2002,2983.194
Pakistan,PAK,2003,3132.793
Pakistan,PAK,2004,3428.144
Pakistan,PAK,2005,3439.113
Pakistan,PAK,2006,3586.605
Pakistan,PAK,2007,3745.256
Pakistan,PAK,2008,3766.082
Pakistan,PAK,2009,3705.863
Pakistan,PAK,2010,3629.346
Pakistan,PAK,2011,3519.848
Pakistan,PAK,2012,3475.829
Pakistan,PAK,2013,3419.121
Pakistan,PAK,2014,3454.017
Pakistan,PAK,2015,3577.26
Pakistan,PAK,2016,3818.055
Pakistan,PAK,2017,3992.223
Pakistan,PAK,2018,4035.579
Pakistan,PAK,2019,3972.238
Peru,PER,1965,4160.985
Peru,PER,1966,5006.861
Peru,PER,1967,4889.915
Peru,PER,1968,4805.086
Peru,PER,1969,4648.068
Peru,PER,1970,4724.39
Peru,PER,1971,4638.065
Peru,PER,1972,3919.891
Peru,PER,1973,4448.828
Peru,PER,1974,5075.79
Peru,PER,1975,5072.839
Peru,PER,1976,4981.411
Peru,PER,1977,4849.403
Peru,PER,1978,4673.071
Peru,PER,1979,4708.137
Peru,PER,1980,4943.886
Peru,PER,1981,4968.371
Peru,PER,1982,4772.366
Peru,PER,1983,4016.184
Peru,PER,1984,4114.426
Peru,PER,1985,3876.531
Peru,PER,1986,4056.062
Peru,PER,1987,4256.355
Peru,PER,1988,4088.513
Peru,PER,1989,3551.303
Peru,PER,1990,3431.554
Peru,PER,1991,3195.381
Peru,PER,1992,3244.417
Peru,PER,1993,3320.084
Peru,PER,1994,3556.58
Peru,PER,1995,3916.647
Peru,PER,1996,3982.996
Peru,PER,1997,3967.881
Peru,PER,1998,3855.996
Peru,PER,1999,3867.433
Peru,PER,2000,3794.994
Peru,PER,2001,3539.841
Peru,PER,2002,3587.006
Peru,PER,2003,3434.926
Peru,PER,2004,3865.399
Peru,PER,2005,4036.056
Peru,PER,2006,3873.533
Peru,PER,2007,4406.05
Peru,PER,2008,4910.815
Peru,PER,2009,4947.978
Peru,PER,2010,5736.938
Peru,PER,2011,6543.831
Peru,PER,2012,6510.341
Peru,PER,2013,6597.295
Peru,PER,2014,6697.107
Peru,PER,2015,7056.725
Peru,PER,2016,7508.974
Peru,PER,2017,6958.024
Peru,PER,2018,7104.728
Peru,PER,2019,7066.682
Philippines,PHL,1965,1624.149
Philippines,PHL,1966,1716.526
Philippines,PHL,1967,1874.045
Philippines,PHL,1968,2070.996
Philippines,PHL,1969,2157.487
Philippines,PHL,1970,2382.548
Philippines,PHL,1971,2685.455
Philippines,PHL,1972,2560.963
Philippines,PHL,1973,2919.67
Philippines,PHL,1974,2656.016
Philippines,PHL,1975,2791.825
Philippines,PHL,1976,2792.25
Philippines,PHL,1977,2988.856
Philippines,PHL,1978,2994.89
Philippines,PHL,1979,3001.778
Philippines,PHL,1980,2746.578
Philippines,PHL,1981,2538.601
Philippines,PHL,1982,2385.585
Philippines,PHL,1983,2475.347
Philippines,PHL,1984,2056.813
Philippines,PHL,1985,1868.719
Philippines,PHL,1986,1851.188
Philippines,PHL,1987,2075.278
Philippines,PHL,1988,2213.81
Philippines,PHL,1989,2345.187
Philippines,PHL,1990,2407.036
Philippines,PHL,1991,2304.951
Philippines,PHL,1992,2717.931
Philippines,PHL,1993,2735.53
Philippines,PHL,1994,2803.992
Philippines,PHL,1995,3099.777
Philippines,PHL,1996,3247.12
Philippines,PHL,1997,3466.267
Philippines,PHL,1998,3424.907
Philippines,PHL,1999,3260.423
Philippines,PHL,2000,3146.144
Philippines,PHL,2001,3093.941
Philippines,PHL,2002,3018.915
Philippines,PHL,2003,3073.174
Philippines,PHL,2004,3098.02
Philippines,PHL,2005,3046.137
Philippines,PHL,2006,2822.687
Philippines,PHL,2007,2959.831
Philippines,PHL,2008,2974.241
Philippines,PHL,2009,2959.912
Philippines,PHL,2010,3087.354
Philippines,PHL,2011,3051.841
Philippines,PHL,2012,3085.479
Philippines,PHL,2013,3313.041
Philippines,PHL,2014,3458.631
Philippines,PHL,2015,3752.183
Philippines,PHL,2016,4061.532
Philippines,PHL,2017,4419.328
Philippines,PHL,2018,4495.219
Philippines,PHL,2019,4593.292
Poland,POL,1965,24658.697
Poland,POL,1966,24917.292
Poland,POL,1967,25431.955
Poland,POL,1968,27161.606
Poland,POL,1969,28814.977
Poland,POL,1970,30101.927
Poland,POL,1971,30835.586
Poland,POL,1972,32276.97
Poland,POL,1973,32624.433
Poland,POL,1974,33373.875
Poland,POL,1975,35727.897
Poland,POL,1976,37356.983
Poland,POL,1977,38580.999
Poland,POL,1978,40152.441
Poland,POL,1979,40391.499
Poland,POL,1980,41865.326
Poland,POL,1981,37384.912
Poland,POL,1982,37757.112
Poland,POL,1983,37566.109
Poland,POL,1984,38754.7
Poland,POL,1985,39308.985
Poland,POL,1986,40203.59
Poland,POL,1987,41314.408
Poland,POL,1988,40356.116
Poland,POL,1989,38707.951
Poland,POL,1990,31769.365
Poland,POL,1991,30976.715
Poland,POL,1992,29519.53
Poland,POL,1993,29431.443
Poland,POL,1994,28078.189
Poland,POL,1995,28677.989
Poland,POL,1996,30065.342
Poland,POL,1997,29736.607
Poland,POL,1998,28437.365
Poland,POL,1999,27891.579
Poland,POL,2000,26209.966
Poland,POL,2001,26010.08
Poland,POL,2002,25757.669
Poland,POL,2003,26721.34
Poland,POL,2004,26873.429
Poland,POL,2005,27424.768
Poland,POL,2006,28759.339
Poland,POL,2007,28587.452
Poland,POL,2008,28894.171
Poland,POL,2009,27641.039
Poland,POL,2010,29373.856
Poland,POL,2011,29396.781
Poland,POL,2012,28243.827
Poland,POL,2013,28379.488
Poland,POL,2014,27152.658
Poland,POL,2015,27326.361
Poland,POL,2016,28704.653
Poland,POL,2017,29806.454
Poland,POL,2018,30278.314
Poland,POL,2019,29243.099
Portugal,PRT,1965,4221.903
Portugal,PRT,1966,4346.805
Portugal,PRT,1967,4743.888
Portugal,PRT,1968,4987.188
Portugal,PRT,1969,5179.784
Portugal,PRT,1970,6834.627
Portugal,PRT,1971,7580.462
Portugal,PRT,1972,8045.65
Portugal,PRT,1973,8916.168
Portugal,PRT,1974,9154.91
Portugal,PRT,1975,9389.395
Portugal,PRT,1976,9658.246
Portugal,PRT,1977,9384.639
Portugal,PRT,1978,9664.957
Portugal,PRT,1979,10208.904
Portugal,PRT,1980,10674.122
Portugal,PRT,1981,11264.461
Portugal,PRT,1982,11677.383
