Entity,Code,Year,Fossil fuels per capita (kWh)
Portugal,PRT,1983,11783.406
Portugal,PRT,1984,11849.813
Portugal,PRT,1985,11810.557
Portugal,PRT,1986,13331.232
Portugal,PRT,1987,13530.087
Portugal,PRT,1988,14424.121
Portugal,PRT,1989,17809.054
Portugal,PRT,1990,17096.877
Portugal,PRT,1991,17811.26
Portugal,PRT,1992,19248.612
Portugal,PRT,1993,18605.906
Portugal,PRT,1994,18643.744
Portugal,PRT,1995,21327.579
Portugal,PRT,1996,20118.066
Portugal,PRT,1997,20843.57
Portugal,PRT,1998,23049.722
Portugal,PRT,1999,25157.621
Portugal,PRT,2000,24762.1
Portugal,PRT,2001,24280.987
Portugal,PRT,2002,25670.558
Portugal,PRT,2003,24124.691
Portugal,PRT,2004,24979.01
Portugal,PRT,2005,25966.697
Portugal,PRT,2006,23606.353
Portugal,PRT,2007,23561.033
Portugal,PRT,2008,22965.103
Portugal,PRT,2009,22134.061
Portugal,PRT,2010,20905.498
Portugal,PRT,2011,20787.133
Portugal,PRT,2012,19770.16
Portugal,PRT,2013,19752.226
Portugal,PRT,2014,19568.951
Portugal,PRT,2015,21221.614
Portugal,PRT,2016,20957.595
Portugal,PRT,2017,23225.223
Portugal,PRT,2018,21723.837
Portugal,PRT,2019,21400.891
Qatar,QAT,1965,19068.705
Qatar,QAT,1966,17758.736
Qatar,QAT,1967,23667.196
Qatar,QAT,1968,69242.681
Qatar,QAT,1969,100184.635
Qatar,QAT,1970,104779.059
Qatar,QAT,1971,96481.146
Qatar,QAT,1972,96953.786
Qatar,QAT,1973,126908.664
Qatar,QAT,1974,102027.221
Qatar,QAT,1975,142959.552
Qatar,QAT,1976,86552.6
Qatar,QAT,1977,115292.447
Qatar,QAT,1978,104835.816
Qatar,QAT,1979,245688.324
Qatar,QAT,1980,257113.835
Qatar,QAT,1981,217929.36
Qatar,QAT,1982,235906.938
Qatar,QAT,1983,221610.7
Qatar,QAT,1984,227120.915
Qatar,QAT,1985,212306.36
Qatar,QAT,1986,216540.998
Qatar,QAT,1987,203638.163
Qatar,QAT,1988,178307.203
Qatar,QAT,1989,183102.13
Qatar,QAT,1990,181294.079
Qatar,QAT,1991,199772.332
Qatar,QAT,1992,302394.043
Qatar,QAT,1993,317582.498
Qatar,QAT,1994,316384.923
Qatar,QAT,1995,314614.812
Qatar,QAT,1996,229462.728
Qatar,QAT,1997,239392.708
Qatar,QAT,1998,248186.949
Qatar,QAT,1999,268463.782
Qatar,QAT,2000,227040.462
Qatar,QAT,2001,212998.695
Qatar,QAT,2002,230848.466
Qatar,QAT,2003,243876.882
Qatar,QAT,2004,258924.428
Qatar,QAT,2005,259410.061
Qatar,QAT,2006,231087.521
Qatar,QAT,2007,212247.157
Qatar,QAT,2008,198947.266
Qatar,QAT,2009,174526.663
Qatar,QAT,2010,181044.002
Qatar,QAT,2011,190849.442
Qatar,QAT,2012,200840.555
Qatar,QAT,2013,202979.058
Qatar,QAT,2014,207250.941
Qatar,QAT,2015,221514.063
Qatar,QAT,2016,208732.306
Qatar,QAT,2017,195860.23
Qatar,QAT,2018,198692.968
Qatar,QAT,2019,198310.388
Romania,ROU,1965,14228.553
Romania,ROU,1966,15024.493
Romania,ROU,1967,16524.62
Romania,ROU,1968,17369.426
Romania,ROU,1969,19662.966
Romania,ROU,1970,20624.431
Romania,ROU,1971,21423.893
Romania,ROU,1972,21967.686
Romania,ROU,1973,23713.454
Romania,ROU,1974,23516.655
Romania,ROU,1975,25377.592
Romania,ROU,1976,27349.089
Romania,ROU,1977,28626.764
Romania,ROU,1978,30484.114
Romania,ROU,1979,30774.501
Romania,ROU,1980,30707.449
Romania,ROU,1981,30607.581
Romania,ROU,1982,30319.395
Romania,ROU,1983,30231.894
Romania,ROU,1984,29738.434
Romania,ROU,1985,29357.736
Romania,ROU,1986,30123.769
Romania,ROU,1987,31087.799
Romania,ROU,1988,31095.301
Romania,ROU,1989,31195.438
Romania,ROU,1990,29863.666
Romania,ROU,1991,24781.861
Romania,ROU,1992,22076.964
Romania,ROU,1993,21389.871
Romania,ROU,1994,20171.065
Romania,ROU,1995,22009.233
Romania,ROU,1996,21962.72
Romania,ROU,1997,20151.694
Romania,ROU,1998,18157.513
Romania,ROU,1999,15801.35
Romania,ROU,2000,16314.421
Romania,ROU,2001,16640.683
Romania,ROU,2002,17344.097
Romania,ROU,2003,17915.716
Romania,ROU,2004,18277.221
Romania,ROU,2005,17983.492
Romania,ROU,2006,18837.679
Romania,ROU,2007,18281.368
Romania,ROU,2008,17884.178
Romania,ROU,2009,15434.396
Romania,ROU,2010,15155.112
Romania,ROU,2011,16242.485
Romania,ROU,2012,15808.015
Romania,ROU,2013,13901.077
Romania,ROU,2014,14000.409
Romania,ROU,2015,14038.996
Romania,ROU,2016,14055.363
Romania,ROU,2017,14832.639
Romania,ROU,2018,15102.685
Romania,ROU,2019,14871.376
Russia,RUS,1985,61564.137
Russia,RUS,1986,62085.28
Russia,RUS,1987,63490.344
Russia,RUS,1988,64101.715
Russia,RUS,1989,63982.096
Russia,RUS,1990,62676.594
Russia,RUS,1991,61494.535
Russia,RUS,1992,58789.344
Russia,RUS,1993,54358.53
Russia,RUS,1994,49481.087
Russia,RUS,1995,46538.433
Russia,RUS,1996,44908.377
Russia,RUS,1997,42221.914
Russia,RUS,1998,42309.699
Russia,RUS,1999,42650.051
Russia,RUS,2000,43425.985
Russia,RUS,2001,44099.147
Russia,RUS,2002,44264.46
Russia,RUS,2003,45484.478
Russia,RUS,2004,45847.532
Russia,RUS,2005,45927.729
Russia,RUS,2006,48161.189
Russia,RUS,2007,48435.673
Russia,RUS,2008,48896.424
Russia,RUS,2009,45979.679
Russia,RUS,2010,48065.061
Russia,RUS,2011,49824.567
Russia,RUS,2012,49797.088
Russia,RUS,2013,48777.447
Russia,RUS,2014,48877.664
Russia,RUS,2015,47555.616
Russia,RUS,2016,48373.099
Russia,RUS,2017,48417.978
Russia,RUS,2018,50488.899
Russia,RUS,2019,49878.388
Saudi Arabia,SAU,1965,48542.473
Saudi Arabia,SAU,1966,47521.792
Saudi Arabia,SAU,1967,46538.033
Saudi Arabia,SAU,1968,45567.603
Saudi Arabia,SAU,1969,44582.673
Saudi Arabia,SAU,1970,45040.381
Saudi Arabia,SAU,1971,43152.288
Saudi Arabia,SAU,1972,44137.227
Saudi Arabia,SAU,1973,44845.142
Saudi Arabia,SAU,1974,45266.34
Saudi Arabia,SAU,1975,34136.818
Saudi Arabia,SAU,1976,37523.329
Saudi Arabia,SAU,1977,42125.096
Saudi Arabia,SAU,1978,44562.974
Saudi Arabia,SAU,1979,51088.166
Saudi Arabia,SAU,1980,43333.161
Saudi Arabia,SAU,1981,48609.596
Saudi Arabia,SAU,1982,50248.302
Saudi Arabia,SAU,1983,51107.386
Saudi Arabia,SAU,1984,57599.133
Saudi Arabia,SAU,1985,55625.192
Saudi Arabia,SAU,1986,56885.031
Saudi Arabia,SAU,1987,57576.577
Saudi Arabia,SAU,1988,57749.686
Saudi Arabia,SAU,1989,54676.271
Saudi Arabia,SAU,1990,57185.554
Saudi Arabia,SAU,1991,57978.032
Saudi Arabia,SAU,1992,56805.508
Saudi Arabia,SAU,1993,56458.01
Saudi Arabia,SAU,1994,63664.289
Saudi Arabia,SAU,1995,60625.933
Saudi Arabia,SAU,1996,61394.284
Saudi Arabia,SAU,1997,61333.605
Saudi Arabia,SAU,1998,63315.877
Saudi Arabia,SAU,1999,63157.068
Saudi Arabia,SAU,2000,64600.546
Saudi Arabia,SAU,2001,67082.893
Saudi Arabia,SAU,2002,67938.954
Saudi Arabia,SAU,2003,69876.532
Saudi Arabia,SAU,2004,73595.039
Saudi Arabia,SAU,2005,76188.749
Saudi Arabia,SAU,2006,76898.453
Saudi Arabia,SAU,2007,78054.698
Saudi Arabia,SAU,2008,82802.329
Saudi Arabia,SAU,2009,84842.615
Saudi Arabia,SAU,2010,90324.139
Saudi Arabia,SAU,2011,90445.989
Saudi Arabia,SAU,2012,92966.938
Saudi Arabia,SAU,2013,90562.84
Saudi Arabia,SAU,2014,94357.848
Saudi Arabia,SAU,2015,94872.24
Saudi Arabia,SAU,2016,93973.664
Saudi Arabia,SAU,2017,92349.729
Saudi Arabia,SAU,2018,89877.206
Saudi Arabia,SAU,2019,89323.243
Singapore,SGP,1965,25499.491
Singapore,SGP,1966,28527.237
Singapore,SGP,1967,33566.141
Singapore,SGP,1968,40928.695
Singapore,SGP,1969,39468.59
Singapore,SGP,1970,42087.569
Singapore,SGP,1971,35858.804
Singapore,SGP,1972,44087.285
Singapore,SGP,1973,40788.444
Singapore,SGP,1974,39559.115
Singapore,SGP,1975,38046.917
Singapore,SGP,1976,44557.434
Singapore,SGP,1977,44222.339
Singapore,SGP,1978,45012.271
Singapore,SGP,1979,47338.14
Singapore,SGP,1980,46256.735
Singapore,SGP,1981,52157.622
Singapore,SGP,1982,49600.377
Singapore,SGP,1983,51263.728
Singapore,SGP,1984,52610.683
Singapore,SGP,1985,52436.719
Singapore,SGP,1986,59552.804
Singapore,SGP,1987,61400.605
Singapore,SGP,1988,69668.788
Singapore,SGP,1989,77720.94
Singapore,SGP,1990,90551.769
Singapore,SGP,1991,89497.93
Singapore,SGP,1992,93064.255
Singapore,SGP,1993,98436.21
Singapore,SGP,1994,108987.627
Singapore,SGP,1995,110084.828
Singapore,SGP,1996,107667.773
Singapore,SGP,1997,109813.137
Singapore,SGP,1998,108191.537
Singapore,SGP,1999,104562.437
Singapore,SGP,2000,109762.398
Singapore,SGP,2001,123026.228
Singapore,SGP,2002,120058.854
Singapore,SGP,2003,112717.53
Singapore,SGP,2004,124773.669
Singapore,SGP,2005,128390.147
Singapore,SGP,2006,136942.554
Singapore,SGP,2007,141361.823
Singapore,SGP,2008,144190.166
Singapore,SGP,2009,149125.772
Singapore,SGP,2010,155134.304
Singapore,SGP,2011,157222.94
Singapore,SGP,2012,154788.476
Singapore,SGP,2013,155702.35
Singapore,SGP,2014,158086.877
Singapore,SGP,2015,166102.578
Singapore,SGP,2016,170491.59
Singapore,SGP,2017,174240.389
Singapore,SGP,2018,173539.363
Singapore,SGP,2019,169480.302
Slovakia,SVK,1965,22875.436
Slovakia,SVK,1966,23604.537
Slovakia,SVK,1967,23773.142
Slovakia,SVK,1968,26297.151
Slovakia,SVK,1969,27576.866
Slovakia,SVK,1970,29944.547
Slovakia,SVK,1971,32245.564
Slovakia,SVK,1972,33619.188
Slovakia,SVK,1973,34696.04
Slovakia,SVK,1974,35491.122
Slovakia,SVK,1975,37162.879
Slovakia,SVK,1976,38049.478
Slovakia,SVK,1977,39611.693
Slovakia,SVK,1978,41345.483
Slovakia,SVK,1979,41160.781
Slovakia,SVK,1980,39932.612
Slovakia,SVK,1981,39103.496
Slovakia,SVK,1982,38104.696
Slovakia,SVK,1983,37746.556
Slovakia,SVK,1984,40318.925
Slovakia,SVK,1985,40020.483
Slovakia,SVK,1986,38389.748
Slovakia,SVK,1987,39190.835
Slovakia,SVK,1988,39363.895
Slovakia,SVK,1989,39373.248
Slovakia,SVK,1990,39455.834
Slovakia,SVK,1991,34819.633
Slovakia,SVK,1992,33150.718
Slovakia,SVK,1993,31257.279
Slovakia,SVK,1994,29503.487
Slovakia,SVK,1995,30300.772
Slovakia,SVK,1996,30971.989
Slovakia,SVK,1997,30399.65
Slovakia,SVK,1998,30504.713
Slovakia,SVK,1999,29797.005
Slovakia,SVK,2000,29227.424
Slovakia,SVK,2001,29821.882
Slovakia,SVK,2002,29675.905
Slovakia,SVK,2003,29580.32
Slovakia,SVK,2004,28693.738
Slovakia,SVK,2005,30245.935
Slovakia,SVK,2006,28575.71
Slovakia,SVK,2007,27385.457
Slovakia,SVK,2008,28149.667
Slovakia,SVK,2009,25807.135
Slovakia,SVK,2010,27473.142
Slovakia,SVK,2011,25937.04
Slovakia,SVK,2012,24427.31
Slovakia,SVK,2013,24774.245
Slovakia,SVK,2014,22373.361
Slovakia,SVK,2015,22895.916
Slovakia,SVK,2016,23124.719
Slovakia,SVK,2017,24917.954
Slovakia,SVK,2018,24839.601
Slovakia,SVK,2019,23353.25
Slovenia,SVN,1990,23623.571
Slovenia,SVN,1991,22255.623
Slovenia,SVN,1992,21691.604
Slovenia,SVN,1993,23217.585
Slovenia,SVN,1994,23970.373
Slovenia,SVN,1995,25776.543
Slovenia,SVN,1996,27334.003
Slovenia,SVN,1997,28460.347
Slovenia,SVN,1998,28038.672
Slovenia,SVN,1999,27589.259
Slovenia,SVN,2000,26939.814
Slovenia,SVN,2001,28179.077
Slovenia,SVN,2002,28332.392
Slovenia,SVN,2003,28549.828
Slovenia,SVN,2004,29094.635
Slovenia,SVN,2005,29452.624
Slovenia,SVN,2006,30080.2
Slovenia,SVN,2007,29963.192
Slovenia,SVN,2008,31743.759
Slovenia,SVN,2009,28014.376
Slovenia,SVN,2010,28287.435
Slovenia,SVN,2011,27525.724
Slovenia,SVN,2012,26544.907
Slovenia,SVN,2013,25346.296
Slovenia,SVN,2014,23161.963
Slovenia,SVN,2015,23189.789
Slovenia,SVN,2016,24778.819
Slovenia,SVN,2017,25290.175
Slovenia,SVN,2018,25478.823
Slovenia,SVN,2019,24082.503
South Africa,ZAF,1965,18267.701
South Africa,ZAF,1966,17916.471
South Africa,ZAF,1967,18183.872
South Africa,ZAF,1968,18701.045
South Africa,ZAF,1969,18759.443
South Africa,ZAF,1970,19093.987
South Africa,ZAF,1971,20017.454
South Africa,ZAF,1972,20039.668
South Africa,ZAF,1973,20979.91
South Africa,ZAF,1974,21005.486
South Africa,ZAF,1975,21833.549
South Africa,ZAF,1976,22140.923
South Africa,ZAF,1977,22129.534
South Africa,ZAF,1978,21385.037
South Africa,ZAF,1979,21623.447
South Africa,ZAF,1980,22513.969
South Africa,ZAF,1981,25467.524
South Africa,ZAF,1982,26723.444
South Africa,ZAF,1983,26382.345
South Africa,ZAF,1984,27722.165
South Africa,ZAF,1985,27468.108
South Africa,ZAF,1986,26926.32
South Africa,ZAF,1987,26945.34
South Africa,ZAF,1988,28579.71
South Africa,ZAF,1989,26609.254
South Africa,ZAF,1990,27246.786
South Africa,ZAF,1991,26258.592
South Africa,ZAF,1992,25818.025
South Africa,ZAF,1993,25337.865
South Africa,ZAF,1994,25604.443
South Africa,ZAF,1995,26158.082
South Africa,ZAF,1996,26094.552
South Africa,ZAF,1997,26124.305
South Africa,ZAF,1998,25204.42
South Africa,ZAF,1999,25813.501
South Africa,ZAF,2000,25432.766
South Africa,ZAF,2001,25342.459
South Africa,ZAF,2002,24256.478
South Africa,ZAF,2003,26079.659
South Africa,ZAF,2004,28147.321
South Africa,ZAF,2005,26390.789
South Africa,ZAF,2006,26586.187
South Africa,ZAF,2007,26901.955
South Africa,ZAF,2008,28516.274
South Africa,ZAF,2009,28046.815
South Africa,ZAF,2010,27911.996
South Africa,ZAF,2011,27032.388
South Africa,ZAF,2012,26294.43
South Africa,ZAF,2013,25907.202
South Africa,ZAF,2014,25730.317
South Africa,ZAF,2015,24419.394
South Africa,ZAF,2016,25075.617
South Africa,ZAF,2017,24383.752
South Africa,ZAF,2018,24400.021
South Africa,ZAF,2019,24436.722
South Korea,KOR,1965,2516.487
South Korea,KOR,1966,2970.778
South Korea,KOR,1967,3355.693
South Korea,KOR,1968,3779.984
South Korea,KOR,1969,4441.655
South Korea,KOR,1970,5089.34
South Korea,KOR,1971,5396.706
South Korea,KOR,1972,5485.649
South Korea,KOR,1973,6691.437
South Korea,KOR,1974,6783.424
South Korea,KOR,1975,7366.553
South Korea,KOR,1976,8119.798
South Korea,KOR,1977,9248.208
South Korea,KOR,1978,10022.854
South Korea,KOR,1979,11341.172
South Korea,KOR,1980,11525.187
South Korea,KOR,1981,11901.901
South Korea,KOR,1982,11736.037
South Korea,KOR,1983,12197.417
South Korea,KOR,1984,13037.124
South Korea,KOR,1985,13901.503
South Korea,KOR,1986,14805.309
South Korea,KOR,1987,15669.34
South Korea,KOR,1988,17749.937
South Korea,KOR,1989,18805.36
South Korea,KOR,1990,21019.563
South Korea,KOR,1991,23874.807
South Korea,KOR,1992,27142.557
South Korea,KOR,1993,29629.043
South Korea,KOR,1994,32008.189
South Korea,KOR,1995,34393.411
South Korea,KOR,1996,37643.116
South Korea,KOR,1997,41211.597
South Korea,KOR,1998,36491.014
South Korea,KOR,1999,39121.407
South Korea,KOR,2000,41221.361
South Korea,KOR,2001,41975.364
South Korea,KOR,2002,43539.753
South Korea,KOR,2003,44277.37
South Korea,KOR,2004,45026.921
South Korea,KOR,2005,45693.894
South Korea,KOR,2006,46336.657
South Korea,KOR,2007,48242.685
South Korea,KOR,2008,48749.599
South Korea,KOR,2009,48990.941
South Korea,KOR,2010,53050.826
South Korea,KOR,2011,55235.251
South Korea,KOR,2012,55798.096
South Korea,KOR,2013,56073.18
South Korea,KOR,2014,55396.081
South Korea,KOR,2015,55921.727
South Korea,KOR,2016,57338.182
South Korea,KOR,2017,58835.897
South Korea,KOR,2018,60159.877
South Korea,KOR,2019,58322.54
Spain,ESP,1965,8685.142
Spain,ESP,1966,9270.014
Spain,ESP,1967,10494.852
Spain,ESP,1968,10873.679
Spain,ESP,1969,11855.229
Spain,ESP,1970,13099.703
Spain,ESP,1971,14030.888
Spain,ESP,1972,14741.682
Spain,ESP,1973,16681.271
Spain,ESP,1974,17091.006
Spain,ESP,1975,17781.673
Spain,ESP,1976,19389.397
Spain,ESP,1977,18533.901
Spain,ESP,1978,18301.704
Spain,ESP,1979,19411.677
Spain,ESP,1980,20790.675
Spain,ESP,1981,21090.09
Spain,ESP,1982,20662.069
Spain,ESP,1983,20903.292
Spain,ESP,1984,19934.82
Spain,ESP,1985,19317.459
Spain,ESP,1986,19439.603
Spain,ESP,1987,19933.43
Spain,ESP,1988,19729.438
Spain,ESP,1989,21728.979
Spain,ESP,1990,21375.297
Spain,ESP,1991,22048.448
Spain,ESP,1992,23936.795
Spain,ESP,1993,22486.725
Spain,ESP,1994,23511.127
Spain,ESP,1995,24895.727
Spain,ESP,1996,24723.509
Spain,ESP,1997,26770.604
Spain,ESP,1998,27984.272
Spain,ESP,1999,29574.839
Spain,ESP,2000,30487.665
Spain,ESP,2001,30835.275
Spain,ESP,2002,31875.63
Spain,ESP,2003,32290.864
Spain,ESP,2004,33631.524
Spain,ESP,2005,34383.294
Spain,ESP,2006,33684.902
Spain,ESP,2007,33940.21
Spain,ESP,2008,31904.956
Spain,ESP,2009,28368.371
Spain,ESP,2010,27033.967
Spain,ESP,2011,27039.627
Spain,ESP,2012,26563
Spain,ESP,2013,24046.948
Spain,ESP,2014,23533.93
Spain,ESP,2015,24789.085
Spain,ESP,2016,24662.235
Spain,ESP,2017,26017.523
Spain,ESP,2018,25657.306
Spain,ESP,2019,25138.334
Sri Lanka,LKA,1965,493.6
Sri Lanka,LKA,1966,493.518
Sri Lanka,LKA,1967,493.458
Sri Lanka,LKA,1968,493.412
Sri Lanka,LKA,1969,493.394
Sri Lanka,LKA,1970,965.224
Sri Lanka,LKA,1971,860.958
Sri Lanka,LKA,1972,922.174
Sri Lanka,LKA,1973,942.815
Sri Lanka,LKA,1974,733.041
Sri Lanka,LKA,1975,696.277
Sri Lanka,LKA,1976,678.571
Sri Lanka,LKA,1977,708.625
Sri Lanka,LKA,1978,809.26
Sri Lanka,LKA,1979,817.446
Sri Lanka,LKA,1980,810.992
Sri Lanka,LKA,1981,941.357
Sri Lanka,LKA,1982,1051.862
Sri Lanka,LKA,1983,1133.307
Sri Lanka,LKA,1984,955.693
Sri Lanka,LKA,1985,857.932
Sri Lanka,LKA,1986,838.428
Sri Lanka,LKA,1987,940.823
Sri Lanka,LKA,1988,898.551
Sri Lanka,LKA,1989,842.758
Sri Lanka,LKA,1990,888.618
Sri Lanka,LKA,1991,927.48
Sri Lanka,LKA,1992,1078.696
Sri Lanka,LKA,1993,1037.468
Sri Lanka,LKA,1994,1138.433
Sri Lanka,LKA,1995,1223.294
Sri Lanka,LKA,1996,1482.539
Sri Lanka,LKA,1997,1598.565
Sri Lanka,LKA,1998,1698.635
Sri Lanka,LKA,1999,1843.877
Sri Lanka,LKA,2000,2170.752
Sri Lanka,LKA,2001,2118.317
Sri Lanka,LKA,2002,2221.096
Sri Lanka,LKA,2003,2218.446
Sri Lanka,LKA,2004,2162.22
Sri Lanka,LKA,2005,2459.155
Sri Lanka,LKA,2006,2536.164
Sri Lanka,LKA,2007,2670.869
Sri Lanka,LKA,2008,2420.822
Sri Lanka,LKA,2009,2531.892
Sri Lanka,LKA,2010,2500.152
Sri Lanka,LKA,2011,2780.114
Sri Lanka,LKA,2012,2946.116
Sri Lanka,LKA,2013,2524.707
Sri Lanka,LKA,2014,2457.606
Sri Lanka,LKA,2015,3086.982
Sri Lanka,LKA,2016,3529.576
Sri Lanka,LKA,2017,3743.13
Sri Lanka,LKA,2018,3721.786
Sri Lanka,LKA,2019,4015.15
Sweden,SWE,1965,33001.614
Sweden,SWE,1966,36419.173
Sweden,SWE,1967,35974.783
Sweden,SWE,1968,39557.382
Sweden,SWE,1969,41792.38
Sweden,SWE,1970,45099.01
Sweden,SWE,1971,42089.516
Sweden,SWE,1972,42626.431
Sweden,SWE,1973,43613.507
Sweden,SWE,1974,39545.972
Sweden,SWE,1975,39533.998
Sweden,SWE,1976,43061.874
Sweden,SWE,1977,41150.496
Sweden,SWE,1978,49137.124
Sweden,SWE,1979,52975.111
Sweden,SWE,1980,46836.875
Sweden,SWE,1981,41987.189
Sweden,SWE,1982,39389.825
Sweden,SWE,1983,35103.43
Sweden,SWE,1984,34227.009
Sweden,SWE,1985,37063.591
Sweden,SWE,1986,39583.076
Sweden,SWE,1987,34666.046
Sweden,SWE,1988,32577.008
Sweden,SWE,1989,31185.155
Sweden,SWE,1990,31307.032
Sweden,SWE,1991,27394.798
Sweden,SWE,1992,28232.735
Sweden,SWE,1993,27773.069
Sweden,SWE,1994,29025.815
Sweden,SWE,1995,27705.768
Sweden,SWE,1996,29693.54
Sweden,SWE,1997,27543.526
Sweden,SWE,1998,30519.592
Sweden,SWE,1999,29340.652
Sweden,SWE,2000,25898.121
Sweden,SWE,2001,26619.903
Sweden,SWE,2002,27176.688
Sweden,SWE,2003,28591.654
Sweden,SWE,2004,27564.109
Sweden,SWE,2005,27082.828
Sweden,SWE,2006,27492.732
Sweden,SWE,2007,26527.485
Sweden,SWE,2008,25013.002
Sweden,SWE,2009,23355.199
Sweden,SWE,2010,24452.406
Sweden,SWE,2011,22156.629
Sweden,SWE,2012,21141.611
Sweden,SWE,2013,20773.267
Sweden,SWE,2014,19918.423
Sweden,SWE,2015,19541.14
Sweden,SWE,2016,19987.649
Sweden,SWE,2017,19685.242
Sweden,SWE,2018,18930.934
Sweden,SWE,2019,19303.846
Switzerland,CHE,1965,19131.772
Switzerland,CHE,1966,19449.407
Switzerland,CHE,1967,20284.065
Switzerland,CHE,1968,21979.222
Switzerland,CHE,1969,23380.884
Switzerland,CHE,1970,25653.001
Switzerland,CHE,1971,26605.626
Switzerland,CHE,1972,26956.605
Switzerland,CHE,1973,28782.795
Switzerland,CHE,1974,25786.465
Switzerland,CHE,1975,24964.022
Switzerland,CHE,1976,25911.271
Switzerland,CHE,1977,26289.39
Switzerland,CHE,1978,27059.95
Switzerland,CHE,1979,26212.887
Switzerland,CHE,1980,26585.337
Switzerland,CHE,1981,25124.604
Switzerland,CHE,1982,23760.476
Switzerland,CHE,1983,25677.731
Switzerland,CHE,1984,25192.109
Switzerland,CHE,1985,25527.68
Switzerland,CHE,1986,27417.261
Switzerland,CHE,1987,25937.575
Switzerland,CHE,1988,25756.541
Switzerland,CHE,1989,24872.567
Switzerland,CHE,1990,26380.807
Switzerland,CHE,1991,26735.602
Switzerland,CHE,1992,26751.295
Switzerland,CHE,1993,25082.664
Switzerland,CHE,1994,25514.291
Switzerland,CHE,1995,24012.881
Switzerland,CHE,1996,24787.541
Switzerland,CHE,1997,25592.917
Switzerland,CHE,1998,25849.353
Switzerland,CHE,1999,25640.59
Switzerland,CHE,2000,24942.497
Switzerland,CHE,2001,26441.915
Switzerland,CHE,2002,25052.013
Switzerland,CHE,2003,24564.145
Switzerland,CHE,2004,24400.22
Switzerland,CHE,2005,24684.485
Switzerland,CHE,2006,24842.501
Switzerland,CHE,2007,22525.749
Switzerland,CHE,2008,23692.832
Switzerland,CHE,2009,23529.254
Switzerland,CHE,2010,22345.943
Switzerland,CHE,2011,21028.327
Switzerland,CHE,2012,21429.195
Switzerland,CHE,2013,22183.239
Switzerland,CHE,2014,19543.586
Switzerland,CHE,2015,19760.844
Switzerland,CHE,2016,18902.778
Switzerland,CHE,2017,19100.62
Switzerland,CHE,2018,18191.128
Switzerland,CHE,2019,18462.576
Taiwan,TWN,1965,4860.937
Taiwan,TWN,1966,5067.375
Taiwan,TWN,1967,5419.415
Taiwan,TWN,1968,5868.613
Taiwan,TWN,1969,6177.278
Taiwan,TWN,1970,6647.444
Taiwan,TWN,1971,8257.872
Taiwan,TWN,1972,8579.425
Taiwan,TWN,1973,9995.828
Taiwan,TWN,1974,9135.197
Taiwan,TWN,1975,9873.296
Taiwan,TWN,1976,12188.77
Taiwan,TWN,1977,13250.443
Taiwan,TWN,1978,14938.889
Taiwan,TWN,1979,15154.496
Taiwan,TWN,1980,15791.837
Taiwan,TWN,1981,13755.099
Taiwan,TWN,1982,13249.895
Taiwan,TWN,1983,14188.803
Taiwan,TWN,1984,14277.079
Taiwan,TWN,1985,16317.46
Taiwan,TWN,1986,18128.164
Taiwan,TWN,1987,18799.62
Taiwan,TWN,1988,21358.578
Taiwan,TWN,1989,22999.847
Taiwan,TWN,1990,23624.452
Taiwan,TWN,1991,25015.314
Taiwan,TWN,1992,26250.91
Taiwan,TWN,1993,28169.189
Taiwan,TWN,1994,29681.19
Taiwan,TWN,1995,31479.943
Taiwan,TWN,1996,32549.54
Taiwan,TWN,1997,34944.911
Taiwan,TWN,1998,36834.847
Taiwan,TWN,1999,40964.968
Taiwan,TWN,2000,41673.71
Taiwan,TWN,2001,43190.055
Taiwan,TWN,2002,44659.39
Taiwan,TWN,2003,46762.498
Taiwan,TWN,2004,48926.669
Taiwan,TWN,2005,49077.873
Taiwan,TWN,2006,49968.165
Taiwan,TWN,2007,51942.776
Taiwan,TWN,2008,48679.8
Taiwan,TWN,2009,47655.618
Taiwan,TWN,2010,50365.867
Taiwan,TWN,2011,49526.156
Taiwan,TWN,2012,49429.965
Taiwan,TWN,2013,50319.527
Taiwan,TWN,2014,51523.748
Taiwan,TWN,2015,51369.194
Taiwan,TWN,2016,52476.71
Taiwan,TWN,2017,53596.334
Taiwan,TWN,2018,53689.499
Taiwan,TWN,2019,51428.304
Thailand,THA,1965,886.771
Thailand,THA,1966,1020.081
Thailand,THA,1967,1114.102
Thailand,THA,1968,1417.527
Thailand,THA,1969,1489.978
Thailand,THA,1970,1680.614
Thailand,THA,1971,1803.365
Thailand,THA,1972,2184.316
Thailand,THA,1973,2249.222
Thailand,THA,1974,2242.239
Thailand,THA,1975,2364.187
Thailand,THA,1976,2432.852
Thailand,THA,1977,2663.339
Thailand,THA,1978,2925.607
Thailand,THA,1979,2954.864
Thailand,THA,1980,3016.734
Thailand,THA,1981,2896.639
Thailand,THA,1982,2864.692
Thailand,THA,1983,3141.777
Thailand,THA,1984,3392.114
Thailand,THA,1985,3522.03
Thailand,THA,1986,3603.901
Thailand,THA,1987,4178.721
Thailand,THA,1988,4641.685
Thailand,THA,1989,5190.277
Thailand,THA,1990,6135.376
Thailand,THA,1991,6739.552
Thailand,THA,1992,7404.067
Thailand,THA,1993,8408.317
Thailand,THA,1994,9323.435
Thailand,THA,1995,10033.521
Thailand,THA,1996,11228.059
Thailand,THA,1997,11716.32
Thailand,THA,1998,10786.949
